Código do IBGE;Código do Município;Município;Estado;Ano de Referência;Prestadores;Serviços;Natureza Jurídica;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES003 - Quantidade de economias ativas de esgotos;ES004 - Extensão da rede de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;ES007 - Volume de esgotos faturado;ES008 - Quantidade de economias residenciais ativas de esgotos;ES009 - Quantidade de ligações totais de esgotos;ES012 - Volume de esgoto bruto exportado;ES013 - Volume de esgotos bruto importado;ES014 - Volume de esgoto importado tratado nas instalações do importador;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;ES026 - População urbana atendida com esgotamento sanitário;ES028 - Consumo total de energia elétrica nos sistemas de esgotos;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN021_AE - Extensão da rede de esgoto por ligação;IN024_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE - Índice de esgoto tratado referido à água consumida;IN047_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água;IN059_AE - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário
;220700;Oeiras;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220700;Oeiras;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220700;Oeiras;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220700;Oeiras;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220700;Oeiras;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220710;Olho D ÁGUA do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220710;Olho D ÁGUA do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220710;Olho D ÁGUA do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220720;Padre Marcos;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220720;Padre Marcos;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220720;Padre Marcos;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220720;Padre Marcos;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220720;Padre Marcos;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220730;Paes Landim;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220730;Paes Landim;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220730;Paes Landim;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220730;Paes Landim;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220730;Paes Landim;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220735;Pajeú do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220735;Pajeú do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220735;Pajeú do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220740;Palmeira do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220740;Palmeira do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220740;Palmeira do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220740;Palmeira do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220740;Palmeira do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220750;Palmeirais;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220750;Palmeirais;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220750;Palmeirais;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220750;Palmeirais;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220750;Palmeirais;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220755;Paquetá;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220755;Paquetá;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220755;Paquetá;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220760;Parnaguá;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220760;Parnaguá;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220760;Parnaguá;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220760;Parnaguá;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220760;Parnaguá;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220770;Parnaíba;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220770;Parnaíba;PI;1998;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;220770;Parnaíba;PI;1997;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220770;Parnaíba;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220770;Parnaíba;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220775;Passagem Franca do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220775;Passagem Franca do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220775;Passagem Franca do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220775;Passagem Franca do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220775;Passagem Franca do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220777;Patos do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220777;Patos do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220777;Patos do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220777;Patos do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220777;Patos do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220780;Paulistana;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220780;Paulistana;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220780;Paulistana;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220780;Paulistana;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220780;Paulistana;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220785;Pavussu;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220785;Pavussu;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220785;Pavussu;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220790;Pedro II;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220790;Pedro II;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220790;Pedro II;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220790;Pedro II;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220790;Pedro II;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220793;Pedro Laurentino;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220793;Pedro Laurentino;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220793;Pedro Laurentino;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220800;Picos;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;220800;Picos;PI;1998;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;220800;Picos;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220800;Picos;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220800;Picos;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220810;Pimenteiras;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220810;Pimenteiras;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220810;Pimenteiras;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220810;Pimenteiras;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220810;Pimenteiras;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220820;Pio IX;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220820;Pio IX;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220820;Pio IX;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220820;Pio IX;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220820;Pio IX;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220830;Piracuruca;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220830;Piracuruca;PI;1998;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;220830;Piracuruca;PI;1997;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220830;Piracuruca;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220830;Piracuruca;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220840;Piripiri;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220840;Piripiri;PI;1998;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;220840;Piripiri;PI;1997;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220840;Piripiri;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220840;Piripiri;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220850;Porto;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220850;Porto;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220850;Porto;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220850;Porto;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220850;Porto;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220855;Porto Alegre do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220855;Porto Alegre do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220855;Porto Alegre do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220860;Prata do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220860;Prata do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220860;Prata do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220860;Prata do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220860;Prata do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220865;Queimada Nova;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220865;Queimada Nova;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220865;Queimada Nova;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220865;Queimada Nova;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220865;Queimada Nova;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220870;Redenção do Gurguéia;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220870;Redenção do Gurguéia;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220870;Redenção do Gurguéia;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220870;Redenção do Gurguéia;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220870;Redenção do Gurguéia;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220880;Regeneração;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220880;Regeneração;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220880;Regeneração;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220880;Regeneração;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220880;Regeneração;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220885;Riacho Frio;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220885;Riacho Frio;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220885;Riacho Frio;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220887;Ribeira do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220887;Ribeira do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220887;Ribeira do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220890;Ribeiro Gonçalves;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220890;Ribeiro Gonçalves;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220890;Ribeiro Gonçalves;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220890;Ribeiro Gonçalves;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220890;Ribeiro Gonçalves;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220900;Rio Grande do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220900;Rio Grande do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220900;Rio Grande do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220900;Rio Grande do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220900;Rio Grande do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220910;Santa Cruz do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220910;Santa Cruz do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220910;Santa Cruz do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220910;Santa Cruz do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220910;Santa Cruz do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220915;Santa Cruz dos Milagres;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220915;Santa Cruz dos Milagres;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220915;Santa Cruz dos Milagres;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220915;Santa Cruz dos Milagres;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220915;Santa Cruz dos Milagres;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220920;Santa Filomena;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220920;Santa Filomena;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220920;Santa Filomena;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220920;Santa Filomena;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220920;Santa Filomena;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220930;Santa Luz;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220930;Santa Luz;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220930;Santa Luz;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220930;Santa Luz;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220930;Santa Luz;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220935;Santana do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220935;Santana do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220935;Santana do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220935;Santana do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220935;Santana do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220937;Santa Rosa do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220937;Santa Rosa do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220937;Santa Rosa do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220937;Santa Rosa do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220937;Santa Rosa do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220940;Santo Antônio de Lisboa;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220940;Santo Antônio de Lisboa;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220940;Santo Antônio de Lisboa;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220940;Santo Antônio de Lisboa;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220940;Santo Antônio de Lisboa;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220945;Santo Antônio dos Milagres;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220945;Santo Antônio dos Milagres;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220945;Santo Antônio dos Milagres;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220950;Santo Inácio do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220950;Santo Inácio do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220950;Santo Inácio do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220950;Santo Inácio do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220950;Santo Inácio do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220955;São Braz do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220955;São Braz do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220955;São Braz do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220955;São Braz do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220955;São Braz do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220960;São Félix do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220960;São Félix do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220960;São Félix do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220960;São Félix do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220960;São Félix do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220965;São Francisco de Assis do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220965;São Francisco de Assis do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220965;São Francisco de Assis do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220970;São Francisco do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220970;São Francisco do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220970;São Francisco do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220970;São Francisco do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220970;São Francisco do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220975;São Gonçalo do Gurguéia;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220975;São Gonçalo do Gurguéia;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220975;São Gonçalo do Gurguéia;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220980;São Gonçalo do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220980;São Gonçalo do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220980;São Gonçalo do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220980;São Gonçalo do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220980;São Gonçalo do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220985;São João da Canabrava;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220985;São João da Canabrava;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220985;São João da Canabrava;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220985;São João da Canabrava;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220985;São João da Canabrava;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220987;São João da Fronteira;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220987;São João da Fronteira;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220987;São João da Fronteira;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220990;São João da Serra;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;220990;São João da Serra;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220990;São João da Serra;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220990;São João da Serra;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;220990;São João da Serra;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;220995;São João da Varjota;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220995;São João da Varjota;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220995;São João da Varjota;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;220997;São João do Arraial;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;220997;São João do Arraial;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;220997;São João do Arraial;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221000;São João do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;221000;São João do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221000;São João do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221000;São João do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;221000;São João do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;221005;São José do Divino;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;221005;São José do Divino;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221005;São José do Divino;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221005;São José do Divino;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;221005;São José do Divino;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;221010;São José do Peixe;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;221010;São José do Peixe;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221010;São José do Peixe;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221010;São José do Peixe;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;221010;São José do Peixe;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;221020;São José do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;221020;São José do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221020;São José do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221020;São José do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;221020;São José do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;221030;São Julião;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;221030;São Julião;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221030;São Julião;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221030;São Julião;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;221030;São Julião;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;221035;São Lourenço do Piauí;PI;1999;[22110000] Águas e Esgotos do Piauí S/A - AGESPISA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;221035;São Lourenço do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221035;São Lourenço do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221035;São Lourenço do Piauí;PI;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;221035;São Lourenço do Piauí;PI;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;221037;São Luis do Piauí;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;221037;São Luis do Piauí;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;221037;São Luis do Piauí;PI;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;221038;São Miguel da Baixa Grande;PI;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;221038;São Miguel da Baixa Grande;PI;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
