Código do IBGE;Código do Município;Município;Estado;Ano de Referência;Prestadores;Serviços;Natureza Jurídica;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES003 - Quantidade de economias ativas de esgotos;ES004 - Extensão da rede de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;ES007 - Volume de esgotos faturado;ES008 - Quantidade de economias residenciais ativas de esgotos;ES009 - Quantidade de ligações totais de esgotos;ES012 - Volume de esgoto bruto exportado;ES013 - Volume de esgotos bruto importado;ES014 - Volume de esgoto importado tratado nas instalações do importador;ES015 - Volume de esgoto bruto exportado tratado nas instalações do importador;ES026 - População urbana atendida com esgotamento sanitário;ES028 - Consumo total de energia elétrica nos sistemas de esgotos;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN021_AE - Extensão da rede de esgoto por ligação;IN024_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com água;IN046_AE - Índice de esgoto tratado referido à água consumida;IN047_AE - Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água;IN059_AE - Índice de consumo de energia elétrica em sistemas de esgotamento sanitário
;120020;Cruzeiro do Sul;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120020;Cruzeiro do Sul;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120025;Epitaciolândia;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120030;Feijó;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120032;Jordão;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120033;Mâncio Lima;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120034;Manoel Urbano;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120035;Marechal Thaumaturgo;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120038;Plácido de Castro;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120080;Porto Acre;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120039;Porto Walter;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120040;Rio Branco;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120040;Rio Branco;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA | [12004011] Serviço de Água e Esgoto de Rio Branco - SAERB;Água e Esgoto | Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120040;Rio Branco;AC;1997;[12004011] Serviço de Água e Esgoto de Rio Branco - SAERB;Água e Esgoto;;45.656;9.380;11.412;180;;;;10.513;;;;;;;;;;19,19;21,59;;;;
;120040;Rio Branco;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120040;Rio Branco;AC;1995;[12004099] Companhia de Saneamento do Estado do Acre - SANACRE;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120042;Rodrigues Alves;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120043;Santa Rosa do Purus;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120045;Senador Guiomard;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120050;Sena Madureira;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120060;Tarauacá;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;1999;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;1998;[12004000] Departamento Estadual de Pavimentação e Saneamento - DEPASA;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;120070;Xapuri;AC;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270010;Água Branca;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270020;Anadia;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água e Esgoto;;0;0;0;0;0;0;0;0;;;;;;;;;;;0;;0;;
;270030;Arapiraca;AL;1997;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;1996;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270030;Arapiraca;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;1999;[27004011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270040;Atalaia;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270050;Barra de Santo Antônio;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270060;Barra de São Miguel;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270070;Batalha;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270080;Belém;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270090;Belo Monte;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;1999;[27010011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270100;Boca da Mata;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270110;Branquinha;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270120;Cacimbinhas;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;1999;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água e Esgoto;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;1998;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;1997;[27013011] Serviço Autônomo de Água e Esgoto - SAAE;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270130;Cajueiro;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;1999;;;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270135;Campestre;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270140;Campo Alegre;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270150;Campo Grande;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270150;Campo Grande;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270150;Campo Grande;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270150;Campo Grande;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270150;Campo Grande;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270160;Canapi;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270160;Canapi;AL;1998;;;;;;;;;;;;;;;;;;;;;;;;;;
;270160;Canapi;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270160;Canapi;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270160;Canapi;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270170;Capela;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270170;Capela;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270170;Capela;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270170;Capela;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270170;Capela;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270180;Carneiros;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270180;Carneiros;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270180;Carneiros;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270180;Carneiros;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270180;Carneiros;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270190;Chã Preta;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270190;Chã Preta;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270190;Chã Preta;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270190;Chã Preta;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270190;Chã Preta;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270200;Coité do Nóia;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270200;Coité do Nóia;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270200;Coité do Nóia;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270200;Coité do Nóia;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270200;Coité do Nóia;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270210;Colônia Leopoldina;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270210;Colônia Leopoldina;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água e Esgoto;;0;0;0;0;0;0;0;0;;;;;;;;;;;0;;0;;
;270210;Colônia Leopoldina;AL;1997;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270210;Colônia Leopoldina;AL;1996;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270210;Colônia Leopoldina;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270220;Coqueiro Seco;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270220;Coqueiro Seco;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270220;Coqueiro Seco;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270220;Coqueiro Seco;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270220;Coqueiro Seco;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270230;Coruripe;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270230;Coruripe;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270230;Coruripe;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270230;Coruripe;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270230;Coruripe;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
;270235;Craíbas;AL;1999;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270235;Craíbas;AL;1998;[27043000] Companhia de Saneamento de Alagoas - CASAL;Água;;;;;;;;;;;;;;;;;;;;;;;;
;270235;Craíbas;AL;1997;;;;;;;;;;;;;;;;;;;;;;;;;;
;270235;Craíbas;AL;1996;;;;;;;;;;;;;;;;;;;;;;;;;;
;270235;Craíbas;AL;1995;;;;;;;;;;;;;;;;;;;;;;;;;;
